id,genbank,assembly_genbank,taxid,Kingdom,Phylum,Class,Order ,Family,Genus,Species,species_code,genus_code
MMP03793171,CP012154,GCA_001187785.1,1579979,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Wenzhouxiangellaceae,Wenzhouxiangella,Wenzhouxiangella marina,905,508
MMP05285282,CP016268,GCA_001677435.1,1548547,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,Woeseia,Woeseia oceani,907,510
MMP03144720,CP009781.1,GCA_000834395.1,1453495,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yersinia,Yersinia aldovae,908,511
MMP03010447,CP009539.1,GCA_000834255.1,29486,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yersinia,Yersinia ruckeri,909,511
MMP03421018,CP011078.1,GCA_000964565.1,29486,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yersinia,Yersinia ruckeri,909,511
MMP07594326,CP023184,GCA_002442495.2,29486,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yersinia,Yersinia ruckeri,909,511
MMP04361929,CP014544,GCA_001586255.1,1470434,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Zhongshania,Zhongshania aliphaticivorans,910,512
MMP04027252,CP012621,GCA_002407485.1,347534,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Zobellella,Zobellella denitrificans,911,513
MMP03323603,CP010869,GCA_001305615.1,1609966,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Actibacterium,Actibacterium_A naphthalenivorans,9,6
MMP03565637,CP011310,GCA_001077815.2,1648404,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Alteraurantiacibacter,Alteraurantiacibacter atlanticus,33,21
MMP05967050,CP018097,GCA_001886695.1,502682,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Alteraurantiacibacter,Alteraurantiacibacter gangjinensis,34,21
MMP03896005,CP012669,GCA_001281485.1,361183,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Altererythrobacter epoxidivorans,35,22
MMP04870883,CP015963,GCA_001663155.1,476157,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Altererythrobacter ishigakiensis,36,22
MMP00622970,CP000157,GCA_000013005.1,314225,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Altererythrobacter_D litoralis_A,37,23
MMP03438109,CP011344,GCA_001304795.1,1634516,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Alteriqipengyuania,Alteriqipengyuania bathyomarina,38,24
MMP19229668,LT703003,GCA_900149695.1,1922226,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Anderseniella,Anderseniella sp900149695,51,29
MMP02603341,CP002078.1,GCA_000221005.1,520461,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A,Rhizobiaceae_A,Brucella,Brucella melitensis,90,56
MMP4378174,LT605585,GCA_900095155.1,1218315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A,Rhizobiaceae_A,Brucella,Brucella melitensis,90,56
MMP02371861,CP006899.1,GCA_000590815.1,1407053,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A,Rhizobiaceae_A,Brucella,Brucella melitensis,90,56
MMP02402452,CP006897.1,GCA_000590795.1,1423891,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A,Rhizobiaceae_A,Brucella,Brucella melitensis,90,56
MMP08792291,CP028475,GCA_003047105.1,875171,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,Celeribacter baekdonensis_B,99,63
MMP07267288,CP022196,GCA_002407265.1,1758178,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,Celeribacter ethanolicus,100,63
MMP03280159,CP004393.1,GCA_000819565.1,1208324,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,Celeribacter indicus,101,63
MMP03837864,CP012023,GCA_001308265.1,1397108,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,Celeribacter marinus,102,63
MMP10286438,CP033450,GCA_003846405.1,1063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,Cereibacter_A sphaeroides,107,66
MMP03379851,CP007202,GCA_000941055.1,1454006,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Siansivirga,Siansivirga zeaxanthinifaciens,752,442
MMP10285752,CP033434,GCA_003846425.1,1063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,Cereibacter_A sphaeroides,107,66
MMP10286436,CP033442,GCA_003846365.1,1063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,Cereibacter_A sphaeroides,107,66
MMP10286437,CP033446,GCA_003846385.1,1063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,Cereibacter_A sphaeroides,107,66
MMP04515647,LT907844,GCA_900215505.1,1798205,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Cohaesibacteraceae,Cohaesibacter,Cohaesibacter sp900215505,120,78
MMP03658145,CP011452,GCA_001008165.2,1267766,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceibacterium,Croceibacterium atlanticum,132,85
MMP00108308,AP018498,GCA_003569745.1,2060312,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceibacterium,Croceibacterium sp003569745,133,85
MMP03757733,CP011770,GCA_001028705.1,1348774,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceicoccus,Croceicoccus naphthovorans,134,86
MMP12491243,CP043315,GCA_008189285.1,2601575,Bacteria,Proteobacteria,Alphaproteobacteria,1604HC,1604HC,Cytomitobacter,Cytomitobacter indipagum,139,90
MMP12491242,CP043316,GCA_008189405.1,2066024,Bacteria,Proteobacteria,Alphaproteobacteria,1604HC,1604HC,Cytomitobacter,Cytomitobacter primus,140,90
MMP12108350,CP041244,GCA_006547145.1,2591108,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Spirillospora,Spirillospora sp006547145,762,451
MMP12856458,CP044407,GCA_008824145.1,1219491,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Spirillospora,Spirillospora sp008824145,763,451
MMP00191235,CP002903.1,GCA_000184345.2,869211,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales_A,Spirochaetaceae_A,Spirochaeta,Spirochaeta_A thermophila,764,452
MMP06200256,CP019117,GCA_001956755.1,1280,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,765,453
MMP3491697,LR134263,GCA_900636325.1,53344,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus delphini,766,453
MMP08222613,CP026367,GCA_004117035.1,421000,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus warneri,767,453
MMP00002730,CP002051.1,GCA_000092465.1,591019,Archaea,Thermoproteota,Thermoproteia,Sulfolobales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus,768,454
MMP02598390,CP000575.1,GCA_000015945.1,399550,Archaea,Thermoproteota,Thermoproteia,Sulfolobales,Desulfurococcaceae,Staphylothermus,Staphylothermus marinus,769,454
MMP08516637,CP026747,GCA_002949085.1,2083786,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia indica,157,106
MMP02598387,CP000830,GCA_000018145.1,398580,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter,Dinoroseobacter shibae,158,107
MMP07998570,CP029632,GCA_003186145.1,1311,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,772,457
MMP03286870,CP010783,GCA_000831485.1,1346,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus iniae,773,457
MMP06909305,CP022392,GCA_002220115.1,1346,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus iniae,773,457
MMP02603405,CP005941.1,GCA_000403625.1,1318633,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus iniae,773,457
MMP02603301,CP002471.1,GCA_000213825.1,936154,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parauberis,774,457
MMP08180797,CP025420,GCA_002900385.1,1348,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parauberis,774,457
MMP06349996,CP019935,GCA_002012365.1,1308,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,775,457
MMP10601635,CP036455,GCA_004323735.1,2498135,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Streptomonospora,Streptomonospora sp004323735,776,458
MMP10601522,CP034587,GCA_003970715.1,66425,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces abikoensis,777,459
MMP02469391,ASHE01000000,GCA_000495755.1,1225337,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus,778,459
MMP02469388,ASHF01000000,GCA_000495635.1,1218177,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus,778,459
MMP06323808,CP020570,GCA_002082175.1,1935,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces californicus,779,459
MMP10372319,CP033581,GCA_003721495.1,1522758,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces goshikiensis,780,459
MMP08957528,CP029043,GCA_003074055.1,1827580,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces nigra,781,459
MMP05370045,CP018047,GCA_002009175.1,193462,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces niveus_A,782,459
MMP10144670,CP038147,GCA_004524875.1,2420135,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces papulosus,783,459
MMP07178425,CP021707,GCA_002832675.1,2005885,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sindenensis,784,459
MMP06883772,CP021121,GCA_002128305.1,2878388,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp002128305,785,459
MMP03699827,CP011492,GCA_001011035.1,444103,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp002847285,786,459
MMP08161523,CP025407,GCA_002847285.1,2059884,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp002847285,786,459
MMP08984914,CP029254,GCA_003122365.1,1690221,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces spongiicola,787,459
MMP09925543,CP031969,GCA_003443735.1,2306165,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sviceus,788,459
MMP08996718,CP029188,GCA_003097515.1,2174846,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces tirandamycinicus,789,459
MMP11774873,CP040517,GCA_005849285.1,2582913,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Emcibacter,Emcibacter sp002380195,174,116
MMP12044301,CP041025,GCA_006385135.1,2043170,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Emcibacter,Emcibacter_A congregatus,175,117
MMP02604248,CP003539.1,GCA_000319385.1,1193729,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,Endolissoclinum,Endolissoclinum faulkneri,176,118
MMP02641640,CP006745.1,GCA_000510265.1,1401328,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,Endolissoclinum,Endolissoclinum faulkneri_A,177,118
MMP4921595,LR027553,GCA_900574125.1,379347,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Epibacterium,Epibacterium mobile,181,122
MMP02598292,CP000377,GCA_000014065.1,292414,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Epibacterium,Epibacterium sp000014065,182,122
MMP05601187,CP017057,GCA_001719165.1,39960,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter litoralis,184,124
MMP02603016,CP002901.1,GCA_000219855.1,1051632,Bacteria,Firmicutes_E,Sulfobacillia,Sulfobacillales,Sulfobacillaceae,Sulfobacillus,Sulfobacillus_A acidophilus,797,461
MMP00713560,CP002205,GCA_000147355.1,563040,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas autotrophica,798,462
MMP02598289,CP000153,GCA_000012965.1,326298,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas denitrificans,799,462
MMP10797496,CP035534,GCA_009068765.1,2509341,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas sp009068765,800,462
MMP12085964,CP043617,GCA_009258225.1,2590022,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas sp009258225,801,462
MMP00060915,AP009179,GCA_000010345.1,387093,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp000010345,802,463
MMP11996113,CP045403,GCA_009363695.1,2587848,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_I,Sutcliffiella,Sutcliffiella sp009363695,803,464
MMP02604031,CP000435,GCA_000014585.1,64471,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus,Synechococcus_C sp000014585,804,465
MMP3138264,CT971583,GCA_000063505.1,32051,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus,Synechococcus_C sp000063505,805,465
MMP03436066,CP011941,GCA_001040845.1,32052,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus,Synechococcus_C sp001040845,806,465
MMP10863495,CP035914,GCA_004209775.1,59932,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus,Synechococcus_C sp004209775,807,465
MMP02598312,CP000097,GCA_000012505.1,316279,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus,Synechococcus_E sp000012505,808,466
MMP02598311,CP000110.1,GCA_000012625.1,110662,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus,Synechococcus_E sp000012625,809,466
MMP02436260,CP006882.1,GCA_000161795.2,166314,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus,Synechococcus_E sp000161795,810,466
MMP3233744,LN847356,GCA_001182765.1,29410,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus,Synechococcus_E sp000195975,811,466
MMP3138327,BX548020,GCA_000195975.1,84588,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus,Synechococcus_E sp000195975,811,466
MMP02202183,CP006269.1,GCA_000737535.1,1280380,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus,Synechococcus_E sp000737535,812,466
MMP02202184,CP006270.1,GCA_000737575.1,585423,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus,Synechococcus_E sp000737575,813,466
MMP02202185,CP006271.1,GCA_000737595.1,585425,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus,Synechococcus_E sp000737595,814,466
MMP04909702,CP015518,GCA_001887715.1,29542,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea,Syntrophotalea acetylenica,815,467
MMP02598295,CP000142,GCA_000012885.1,338963,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea,Syntrophotalea carbinolica,816,467
MMP08295148,CP025938,GCA_002893765.1,2069432,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tamlana,Tamlana_A sp002893765,817,468
MMP07224594,CP021912,GCA_003264115.1,2011159,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter sp003264115,185,124
MMP10953994,CP036426,GCA_007752535.1,2527974,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia sp007752535,819,470
MMP04346845,CP013671,GCA_001483385.1,669041,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum dicentrarchi_C,820,471
MMP10415043,LT899436,GCA_900198195.1,584609,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum jejuense,821,471
MMP4548139,LT634361,GCA_900119795.1,1349785,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum maritimum,822,471
MMP06759395,CP020822,GCA_004803875.1,107401,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum maritimum,822,471
MMP10130967,CP032544,GCA_003867075.1,104268,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum mesophilum,823,471
MMP12930430,CP045192,GCA_009362255.1,104268,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum mesophilum,823,471
MMP05945923,CP018155,GCA_001889045.1,1850252,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum_A todarodis,824,472
MMP11104881,CP041222,GCA_006542605.1,2547601,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter sp006542605,186,124
MMP11996116,CP045392,GCA_009363635.1,2587851,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter sp009363635,187,124
MMP19230418,LT702999,GCA_900149685.1,1922225,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter sp900149685,188,124
MMP09702117,CP031357,GCA_003355455.1,2182384,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter_A aureus,189,125
MMP09862513,CP032228,GCA_008932225.1,192812,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter_A flavus,190,125
MMP00154528,AP019389,GCA_004296255.1,192812,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter_A flavus,190,125
MMP07372063,CP022528,GCA_002237615.1,192812,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter_A flavus,190,125
MMP08031326,CP024920,GCA_002795865.1,266951,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter_A seohaensis,191,125
MMP3234138,LN829118,GCA_000981565.1,1608628,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,Filomicrobium insigne,202,134
MMP09470677,CP030885,GCA_006969625.1,1898112,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Rhodovibrionaceae,HHTR118,HHTR118 sp006969625,240,152
MMP00713570,CP002344,GCA_000184705.1,644966,Bacteria,Firmicutes_E,Thermaerobacteria,Thermaerobacterales,Thermaerobacteraceae,Thermaerobacter,Thermaerobacter marianensis,833,478
MMP12340929,CP041932,GCA_008152015.1,2598455,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus celericrescens,834,479
MMP02603492,CP003651.1,GCA_000265525.1,163003,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus cleftensis,835,479
MMP02838508,CP008887.1,GCA_000769655.1,1505907,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus eurythermalis,836,479
MMP02603333,CP001398.1,GCA_000022365.1,593117,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus gammatolerans,837,479
MMP03081537,CP007264.1,GCA_000585495.1,195522,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus nautili,838,479
MMP02603476,CP000855.1,GCA_000018365.1,523850,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus onnurineus,839,479
MMP04915575,CP015520,GCA_001647085.1,1712654,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus piezophilus,840,479
MMP02603626,CP002952.1,GCA_000151205.2,246969,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp000151205,841,479
MMP02603471,CP002920.1,GCA_000221185.1,1042877,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp000221185,842,479
MMP11959431,CP040846,GCA_006274605.1,2586643,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp006274605,843,479
MMP10414937,LT900021,GCA_900198835.1,2016361,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp900198835,844,479
MMP02603679,CP006670.1,GCA_000246985.3,523849,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus_A litoralis,845,480
MMP03324231,CP013050,GCA_001433455.1,55802,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus_B barophilus,846,481
MMP02603625,CP002372.1,GCA_000151105.2,391623,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus_B barophilus,846,481
MMP03081513,CP006965.1,GCA_000517445.1,582419,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus_B paralvinellae,847,481
MMP02232057,CP002683,GCA_000217795.1,667014,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfatatoraceae,Thermodesulfatator,Thermodesulfatator indicus,848,482
MMP00061089,BA000011.4,GCA_000011185.1,273116,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma volcanium,849,483
MMP00713558,CP002131,GCA_000144645.1,555079,Bacteria,Firmicutes_A,Thermosediminibacteria,Thermosediminibacterales,Thermosediminibacteraceae,Thermosediminibacter,Thermosediminibacter oceani,850,484
MMP02644973,CP007223,GCA_001941365.1,1462747,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,Thermosipho affectus,851,485
MMP02444753,CP007121,GCA_001682135.1,1437364,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,Thermosipho affectus,851,485
MMP02650334,CP007389,GCA_001941385.1,46541,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,Thermosipho melanesiensis,852,485
MMP00623068,CP000716,GCA_000016905.1,391009,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,Thermosipho melanesiensis,852,485
MMP00061062,AP013035,GCA_001547735.1,1298851,Bacteria,Thermosulfidibacterota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,Thermosulfidibacter,Thermosulfidibacter takaii,853,486
MMP03437827,CP011108,GCA_000978575.1,2336,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima,854,487
MMP03372068,CP010967,GCA_000978535.1,2336,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima,854,487
MMP00000279,CP000969,GCA_000019625.1,126740,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima,854,487
MMP03437642,CP011107,GCA_000978555.1,243274,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima,854,487
MMP02603986,AE000512,GCA_000008545.1,243274,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima,854,487
MMP01919351,CP004077,GCA_000390265.1,243274,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima,854,487
MMP02261406,CP007013.1,GCA_000230655.3,243274,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima,854,487
MMP03013826,CP003408.1,GCA_000789335.1,1157948,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima,854,487
MMP02744159,CP007633.1,GCA_000832145.1,126738,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga neapolitana,855,487
MMP02603251,CP000916,GCA_000018945.1,309803,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga neapolitana,855,487
MMP03143096,CP003409.1,GCA_000789375.1,1157947,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,856,487
